id,dateadded,domain,source
181,1602886038,d.audienceiq.com,https://winhelp2002.mvps.org/hosts.txt
182,1602886038,ads.autotrader.com,https://winhelp2002.mvps.org/hosts.txt
183,1602886038,adserving.autotrader.com,https://winhelp2002.mvps.org/hosts.txt
184,1602886038,profiling.avandor.com,https://winhelp2002.mvps.org/hosts.txt
185,1602886038,avantlink.com,https://winhelp2002.mvps.org/hosts.txt
186,1602886038,www.avantlink.com,https://winhelp2002.mvps.org/hosts.txt
187,1602886038,rev.avsforum.com,https://winhelp2002.mvps.org/hosts.txt
188,1602886038,analytics.aweber.com,https://winhelp2002.mvps.org/hosts.txt
189,1602886038,banerator.net,https://winhelp2002.mvps.org/hosts.txt
190,1602886038,banners.host.bannerflow.com,https://winhelp2002.mvps.org/hosts.txt
191,1602886038,tracker.bannerflow.com,https://winhelp2002.mvps.org/hosts.txt
192,1602886038,images.host.bannerflow.com,https://winhelp2002.mvps.org/hosts.txt
193,1602886038,scripts.host.bannerflow.com,https://winhelp2002.mvps.org/hosts.txt
194,1602886038,www.banner-rotation.com,https://winhelp2002.mvps.org/hosts.txt
195,1602886038,match.basebanner.com,https://winhelp2002.mvps.org/hosts.txt
196,1602886038,ad.batanga.com,https://winhelp2002.mvps.org/hosts.txt
197,1602886038,go.arbopl.bbelements.com,https://winhelp2002.mvps.org/hosts.txt
198,1602886038,bbcdn.go.arbopl.bbelements.com,https://winhelp2002.mvps.org/hosts.txt
199,1602886038,go.eu.bbelements.com,https://winhelp2002.mvps.org/hosts.txt
200,1602886038,api.bttrack.com,https://winhelp2002.mvps.org/hosts.txt
201,1602886038,t.bbtrack.net,https://winhelp2002.mvps.org/hosts.txt
202,1602886038,ads.be2hand.com,https://winhelp2002.mvps.org/hosts.txt
203,1602886038,app.beanstalkdata.com,https://winhelp2002.mvps.org/hosts.txt
204,1602886038,www.beead.co.uk,https://winhelp2002.mvps.org/hosts.txt
205,1602886038,tracker.beezup.com,https://winhelp2002.mvps.org/hosts.txt
206,1602886038,www.belstat.com,https://winhelp2002.mvps.org/hosts.txt
207,1602886038,imstore.bet365affiliates.com,https://winhelp2002.mvps.org/hosts.txt
208,1602886038,oddbanner.bet-at-home.com,https://winhelp2002.mvps.org/hosts.txt
209,1602886038,banners.betcris.com,https://winhelp2002.mvps.org/hosts.txt
210,1602886038,ads.betfair.com,https://winhelp2002.mvps.org/hosts.txt
211,1602886038,banner.betfred.com,https://winhelp2002.mvps.org/hosts.txt
212,1602886038,ad.beritasatumedia.com,https://winhelp2002.mvps.org/hosts.txt
213,1602886038,www.bettertextads.com,https://winhelp2002.mvps.org/hosts.txt
214,1602886038,ads.bgfree.com,https://winhelp2002.mvps.org/hosts.txt
215,1602886038,banners.bgmaps.com,https://winhelp2002.mvps.org/hosts.txt
216,1602886038,bgtop100.com,https://winhelp2002.mvps.org/hosts.txt
217,1602886038,ads.bgtop.net,https://winhelp2002.mvps.org/hosts.txt
218,1602886038,adsby.bidtheatre.com,https://winhelp2002.mvps.org/hosts.txt
219,1602886038,bighop.com,https://winhelp2002.mvps.org/hosts.txt
220,1602886038,api.bigmobileads.com,https://winhelp2002.mvps.org/hosts.txt
221,1602886038,banex.bikers-engine.com,https://winhelp2002.mvps.org/hosts.txt
222,1602886038,view.binlayer.com,https://winhelp2002.mvps.org/hosts.txt
223,1602886038,ads.biscom.net,https://winhelp2002.mvps.org/hosts.txt
224,1602886038,dc.bizjournals.com,https://winhelp2002.mvps.org/hosts.txt
225,1602886038,ads2.blastro.com,https://winhelp2002.mvps.org/hosts.txt
226,1602886038,ads3.blastro.com,https://winhelp2002.mvps.org/hosts.txt
227,1602886038,blekko.com,https://winhelp2002.mvps.org/hosts.txt
228,1602886038,ads.blizzard.com,https://winhelp2002.mvps.org/hosts.txt
229,1602886038,ads.blog.com,https://winhelp2002.mvps.org/hosts.txt
230,1602886038,www.blogcatalog.com,https://winhelp2002.mvps.org/hosts.txt
231,1602886038,blogcounter.com,https://winhelp2002.mvps.org/hosts.txt
232,1602886038,ads.blogdrive.com,https://winhelp2002.mvps.org/hosts.txt
233,1602886038,ads.blogherads.com,https://winhelp2002.mvps.org/hosts.txt
234,1602886038,pcbutts1-therealtruth.blogspot.com,https://winhelp2002.mvps.org/hosts.txt
235,1602886038,ads.blogtalkradio.com,https://winhelp2002.mvps.org/hosts.txt
236,1602886038,adserver.bloodhorse.com,https://winhelp2002.mvps.org/hosts.txt
237,1602886038,stats.bluebillywig.com,https://winhelp2002.mvps.org/hosts.txt
238,1602886038,watershed.bm23.com,https://winhelp2002.mvps.org/hosts.txt
239,1602886038,t.bmmetrix.com,https://winhelp2002.mvps.org/hosts.txt
240,1602886038,www.bmmetrix.com,https://winhelp2002.mvps.org/hosts.txt
241,1602886038,ads.boardtracker.com,https://winhelp2002.mvps.org/hosts.txt
242,1602886038,ranks.boardtracker.com,https://winhelp2002.mvps.org/hosts.txt
243,1602886038,ads.boerse-express.com,https://winhelp2002.mvps.org/hosts.txt
244,1602886038,reklama.botevgrad.com,https://winhelp2002.mvps.org/hosts.txt
245,1602886038,tracker.brainsins.com,https://winhelp2002.mvps.org/hosts.txt
246,1602886038,ads.bridgetrack.com,https://winhelp2002.mvps.org/hosts.txt
247,1602886038,cc.bridgetrack.com,https://winhelp2002.mvps.org/hosts.txt
248,1602886038,citi.bridgetrack.com,https://winhelp2002.mvps.org/hosts.txt
249,1602886038,goku.brightcove.com,https://winhelp2002.mvps.org/hosts.txt
250,1602886038,ads.bsplayer.com,https://winhelp2002.mvps.org/hosts.txt
251,1602886038,ads.businessclick.com,https://winhelp2002.mvps.org/hosts.txt
252,1602886038,buylicensekey.com,https://winhelp2002.mvps.org/hosts.txt
253,1602886038,assets.buysellads.com,https://winhelp2002.mvps.org/hosts.txt
254,1602886038,cdn.buysellads.com,https://winhelp2002.mvps.org/hosts.txt
255,1602886038,traffic.buyservices.com,https://winhelp2002.mvps.org/hosts.txt
256,1602886038,www.buzzclick.com,https://winhelp2002.mvps.org/hosts.txt
257,1602886038,adnetwork.buzzlogic.com,https://winhelp2002.mvps.org/hosts.txt
258,1602886038,tr.buzzlogic.com,https://winhelp2002.mvps.org/hosts.txt
259,1602886038,byet.org,https://winhelp2002.mvps.org/hosts.txt
260,1602886038,blog.byethost.com,https://winhelp2002.mvps.org/hosts.txt
261,1602886038,145-ct.c3tag.com,https://winhelp2002.mvps.org/hosts.txt
262,1602886038,298-ct.c3tag.com,https://winhelp2002.mvps.org/hosts.txt
263,1602886038,687-ct.c3tag.com,https://winhelp2002.mvps.org/hosts.txt
264,1602886038,755-ct.c3tag.com,https://winhelp2002.mvps.org/hosts.txt
265,1602886038,ads.calgarystampede.com,https://winhelp2002.mvps.org/hosts.txt
266,1602886038,www.cambodiaoutsourcing.com,https://winhelp2002.mvps.org/hosts.txt
267,1602886038,openx.camelmedia.net,https://winhelp2002.mvps.org/hosts.txt
268,1602886038,stats.canalblog.com,https://winhelp2002.mvps.org/hosts.txt
269,1602886038,ad.caradisiac.com,https://winhelp2002.mvps.org/hosts.txt
270,1602886038,cdn.carbonads.com,https://winhelp2002.mvps.org/hosts.txt
271,1602886038,srv.carbonads.net,https://winhelp2002.mvps.org/hosts.txt
272,1602886038,ads.cars.com,https://winhelp2002.mvps.org/hosts.txt
273,1602886038,banner.casinodelrio.com,https://winhelp2002.mvps.org/hosts.txt
274,1602886038,www.casinotropez.com,https://winhelp2002.mvps.org/hosts.txt
275,1602886038,tracking.cdiscount.com,https://winhelp2002.mvps.org/hosts.txt
276,1602886038,cn.ecritel.bench.cedexis.com,https://winhelp2002.mvps.org/hosts.txt
277,1602886038,radar.cedexis.com,https://winhelp2002.mvps.org/hosts.txt
278,1602886038,c.cfjump.com,https://winhelp2002.mvps.org/hosts.txt
279,1602886038,t.cfjump.com,https://winhelp2002.mvps.org/hosts.txt
280,1602886038,count.channeladvisor.com,https://winhelp2002.mvps.org/hosts.txt
281,1602886038,adsapi.chartbeat.com,https://winhelp2002.mvps.org/hosts.txt
282,1602886038,ads.china.com,https://winhelp2002.mvps.org/hosts.txt
283,1602886038,v5.chinoc.net,https://winhelp2002.mvps.org/hosts.txt
284,1602886038,ckstatic.com,https://winhelp2002.mvps.org/hosts.txt
285,1602886038,clevernt.com,https://winhelp2002.mvps.org/hosts.txt
286,1602886038,are.clevernt.com,https://winhelp2002.mvps.org/hosts.txt
287,1602886038,cdn.clic2pub.com,https://winhelp2002.mvps.org/hosts.txt
288,1602886038,publishers.clickbooth.com,https://winhelp2002.mvps.org/hosts.txt
289,1602886038,j.clickdensity.com,https://winhelp2002.mvps.org/hosts.txt
290,1602886038,r.clickdensity.com,https://winhelp2002.mvps.org/hosts.txt
291,1602886038,tracktrue.clicktrue.biz,https://winhelp2002.mvps.org/hosts.txt
292,1602886038,www.clickvalidator.net,https://winhelp2002.mvps.org/hosts.txt
293,1602886038,www.is1.clixgalore.com,https://winhelp2002.mvps.org/hosts.txt
294,1602886038,www.clixgalore.com,https://winhelp2002.mvps.org/hosts.txt
295,1602886038,www.clickhouse.com,https://winhelp2002.mvps.org/hosts.txt
296,1602886038,banners.clips4sale.com,https://winhelp2002.mvps.org/hosts.txt
297,1602886038,www.cnstats.com,https://winhelp2002.mvps.org/hosts.txt
298,1602886038,www.co2stats.com,https://winhelp2002.mvps.org/hosts.txt
299,1602886038,traffic.prod.cobaltgroup.com,https://winhelp2002.mvps.org/hosts.txt
300,1602886038,pixel.condenastdigital.com,https://winhelp2002.mvps.org/hosts.txt
301,1602886038,ads.consumeraffairs.com,https://winhelp2002.mvps.org/hosts.txt
302,1602886038,ads.contactmusic.com,https://winhelp2002.mvps.org/hosts.txt
303,1602886038,ads.contextweb.com,https://winhelp2002.mvps.org/hosts.txt
304,1602886038,ds.contextweb.com,https://winhelp2002.mvps.org/hosts.txt
305,1602886038,www.contaxe.com,https://winhelp2002.mvps.org/hosts.txt
306,1602886038,www.conversionruler.com,https://winhelp2002.mvps.org/hosts.txt
307,1602886038,pings.conviva.com,https://winhelp2002.mvps.org/hosts.txt
308,1602886038,ad.cooks.com,https://winhelp2002.mvps.org/hosts.txt
309,1602886038,ad2.cooks.com,https://winhelp2002.mvps.org/hosts.txt
310,1602886038,banners.copyscape.com,https://winhelp2002.mvps.org/hosts.txt
311,1602886038,data.de.coremetrics.com,https://winhelp2002.mvps.org/hosts.txt
312,1602886038,www.counter-gratis.com,https://winhelp2002.mvps.org/hosts.txt
313,1602886038,cdn.dmpcounter.com,https://winhelp2002.mvps.org/hosts.txt
314,1602886038,connectionzone.com,https://winhelp2002.mvps.org/hosts.txt
315,1602886038,banner.coza.com,https://winhelp2002.mvps.org/hosts.txt
316,1602886038,www.cpays.com,https://winhelp2002.mvps.org/hosts.txt
317,1602886038,www.cpmterra.com,https://winhelp2002.mvps.org/hosts.txt
318,1602886038,ads.cpxcenter.com,https://winhelp2002.mvps.org/hosts.txt
319,1602886038,cdn.cpxinteractive.com,https://winhelp2002.mvps.org/hosts.txt
320,1602886038,static.crakbanner.com,https://winhelp2002.mvps.org/hosts.txt
321,1602886038,sh.creativcdn.net,https://winhelp2002.mvps.org/hosts.txt
322,1602886038,adverts.creativemark.co.uk,https://winhelp2002.mvps.org/hosts.txt
323,1602886038,ads.crisppremium.com,https://winhelp2002.mvps.org/hosts.txt
324,1602886038,stg.widget.crowdignite.com,https://winhelp2002.mvps.org/hosts.txt
325,1602886038,i.ctnsnet.com,https://winhelp2002.mvps.org/hosts.txt
326,1602886038,ads.milliyet.cubecdn.net,https://winhelp2002.mvps.org/hosts.txt
327,1602886038,www.cybereps.com,https://winhelp2002.mvps.org/hosts.txt
328,1602886038,count.daem0n.com,https://winhelp2002.mvps.org/hosts.txt
329,1602886038,t.dailymail.co.uk,https://winhelp2002.mvps.org/hosts.txt
330,1602886038,rta.dailymail.co.uk,https://winhelp2002.mvps.org/hosts.txt
331,1602886038,ted.dailymail.co.uk,https://winhelp2002.mvps.org/hosts.txt
332,1602886038,www.dataforce.net,https://winhelp2002.mvps.org/hosts.txt
333,1602886038,advertising.dclux.com,https://winhelp2002.mvps.org/hosts.txt
334,1602886038,tracking.dc-storm.com,https://winhelp2002.mvps.org/hosts.txt
335,1602886038,de17a.com,https://winhelp2002.mvps.org/hosts.txt
336,1602886038,connect.decknetwork.net,https://winhelp2002.mvps.org/hosts.txt
337,1602886038,fast.gannett.demdex.net,https://winhelp2002.mvps.org/hosts.txt
338,1602886038,ads.dennisnet.co.uk,https://winhelp2002.mvps.org/hosts.txt
339,1602886038,deostr.com,https://winhelp2002.mvps.org/hosts.txt
340,1602886038,adcast.deviantart.com,https://winhelp2002.mvps.org/hosts.txt
341,1602886038,www.dia-traffic.com,https://winhelp2002.mvps.org/hosts.txt
342,1602886038,ads.digitalalchemy.tv,https://winhelp2002.mvps.org/hosts.txt
343,1602886038,ads.digitalpoint.com,https://winhelp2002.mvps.org/hosts.txt
344,1602886038,geo.digitalpoint.com,https://winhelp2002.mvps.org/hosts.txt
345,1602886038,vstats.digitaltrends.com,https://winhelp2002.mvps.org/hosts.txt
346,1602886038,www.direct-stats.com,https://winhelp2002.mvps.org/hosts.txt
347,1602886038,glitter.services.disqus.com,https://winhelp2002.mvps.org/hosts.txt
348,1602886038,disqusads.com,https://winhelp2002.mvps.org/hosts.txt
349,1602886038,return.domainnamesales.com,https://winhelp2002.mvps.org/hosts.txt
350,1602886038,publishers.domainadvertising.com,https://winhelp2002.mvps.org/hosts.txt
351,1602886038,return.bs.domainnamesales.com,https://winhelp2002.mvps.org/hosts.txt
352,1602886038,ad.donanimhaber.com,https://winhelp2002.mvps.org/hosts.txt
353,1602886038,adv.dontcrack.com,https://winhelp2002.mvps.org/hosts.txt
